"コード","銘柄名","市場"
"5332","ＴＯＴＯ","東P"
"5333","日本碍子","東P"
"5334","日本特殊陶業","東P"
"5344","ＭＡＲＵＷＡ","東P"
"5351","品川リフラクトリーズ","東P"
"5352","黒崎播磨","東P"
"5357","ヨータイ","東P"
"5367","ニッカトー","東P"
"5384","フジミインコーポレーテッド","東P"
"5393","ニチアス","東P"
"5401","日本製鉄","東P"
"5406","神戸製鋼所","東P"
"5408","中山製鋼所","東P"
"5410","合同製鐵","東P"
"5411","ＪＦＥＨＬＤＧ","東P"
"5423","東京製鐵","東P"
"5440","共英製鋼","東P"
"5444","大和工業","東P"
"5445","東京鐵鋼","東P"
"5451","淀川製鋼所","東P"
"5461","中部鋼鈑","東P"
"5463","丸一鋼管","東P"
"5471","大同特殊鋼","東P"
"5480","日本冶金工業","東P"
"5481","山陽特殊製鋼","東P"
"5482","愛知製鋼","東P"
"5491","日本金属","東P"
"5541","大平洋金属","東P"
"5563","新日本電工","東P"
"5602","栗本鐵工所","東P"
"5631","日本製鋼所","東P"
"5632","三菱製鋼","東P"
"5659","日本精線","東P"
"5698","エンビプロＨＬＤＧ","東P"
"5702","大紀アルミニウム工業所","東P"
"5703","日本軽金属ＨＬＤＧ","東P"
"5706","三井金属鉱業","東P"
"5707","東邦亜鉛","東P"
"5711","三菱マテリアル","東P"
"5713","住友金属鉱山","東P"
"5714","ＤＯＷＡ　ＨＬＤＧ","東P"
"5715","古河機械金属","東P"
"5726","大阪チタニウムテクノロジーズ","東P"
"5727","東邦チタニウム","東P"
"5741","ＵＡＣＪ","東P"
"5757","ＣＫサンエツ","東P"
"5801","古河電気工業","東P"
"5802","住友電気工業","東P"
"5803","フジクラ","東P"
"5805","ＳＷＣＣ","東P"
"5809","タツタ電線","東P"
"5821","平河ヒューテック","東P"
"5830","いよぎんＨＬＤＧ","東P"
"5831","しずおかＦＧ","東P"
"5832","ちゅうぎんＦＧ","東P"
"5851","リョービ","東P"
"5852","アーレスティ","東P"
"5857","アサヒＨＬＤＧ","東P"
"5901","東洋製罐グループＨＬＤＧ","東P"
"5902","ホッカンＨＬＤＧ","東P"
"5911","横河ブリッジＨＬＤＧ","東P"
"5915","駒井ハルテック","東P"
"5929","三和ＨＬＤＧ","東P"
"5930","文化シヤッター","東P"
"5932","三協立山","東P"
"5933","アルインコ","東P"
"5938","ＬＩＸＩＬ","東P"
"5943","ノーリツ","東P"
"5946","長府製作所","東P"
"5947","リンナイ","東P"
"5949","ユニプレス","東P"
"5957","日東精工","東P"
"5959","岡部","東P"
"5970","ジーテクト","東P"
"5975","東プレ","東P"
"5976","高周波熱錬","東P"
"5981","東京製綱","東P"
"5985","サンコール","東P"
"5988","パイオラックス","東P"
"5989","エイチワン","東P"
"5991","ニッパツ","東P"
"5992","中央発條","東P"
"6005","三浦工業","東P"
"6013","タクマ","東P"
"6028","テクノプロＨＬＤＧ","東P"
"6035","アイ・アールジャパンＨＬＤＧ","東P"
"6036","ＫｅｅＰｅｒ技研","東P"
"6047","Ｇｕｎｏｓｙ","東P"
"6050","イー・ガーディアン","東P"
"6054","リブセンス","東P"
"6055","ジャパンマテリアル","東P"
"6058","ベクトル","東P"
"6062","チャーム・ケア","東P"
"6070","キャリアリンク","東P"
"6071","ＩＢＪ","東P"
"6073","アサンテ","東P"
"6078","バリューＨＲ","東P"
"6080","Ｍ＆Ａキャピタルパートナーズ","東P"
"6082","ライドオンエクスプレスＨＬＤＧ","東P"
"6087","アビスト","東P"
"6088","シグマクシス・ＨＬＤＧ","東P"
"6089","ウィルグループ","東P"
"6093","エスクロー・エージェント・ジャ","東P"
"6095","メドピア","東P"
"6096","レアジョブ","東P"
"6098","リクルートＨＬＤＧ","東P"
"6099","エラン","東P"
"6101","ツガミ","東P"
"6103","オークマ","東P"
"6104","芝浦機械","東P"
"6113","アマダ","東P"
"6118","アイダエンジニアリング","東P"
"6134","ＦＵＪＩ","東P"
"6135","牧野フライス製作所","東P"
"6136","オーエスジー","東P"
"6140","旭ダイヤモンド工業","東P"
"6141","ＤＭＧ森精機","東P"
"6143","ソディック","東P"
"6146","ディスコ","東P"
"6151","日東工器","東P"
"6157","日進工具","東P"
"6165","パンチ工業","東P"
"6167","冨士ダイス","東P"
"6171","土木管理総合試験所","東P"
"6178","日本郵政","東P"
"6183","ベルシステム２４ＨＬＤＧ","東P"
"6184","鎌倉新書","東P"
"6185","ＳＭＮ","東P"
"6189","グローバルキッズＣＯＭＰＡＮＹ","東P"
"6191","エアトリ","東P"
"6194","アトラエ","東P"
"6196","ストライク","東P"
"6197","ソラスト","東P"
"6199","セラク","東P"
"6200","インソース","東P"
"6201","豊田自動織機","東P"
"6203","豊和工業","東P"
"6210","東洋機械金属","東P"
"6218","エンシュウ","東P"
"6222","島精機製作所","東P"
"6235","オプトラン","東P"
"6237","イワキポンプ","東P"
"6238","フリュー","東P"
"6240","ヤマシンフィルタ","東P"
"6247","日阪製作所","東P"
"6250","やまびこ","東P"
"6254","野村マイクロ・サイエンス","東P"
"6258","平田機工","東P"
"6262","ＰＥＧＡＳＵＳ","東P"
"6264","マルマエ","東P"
"6266","タツモ","東P"
"6268","ナブテスコ","東P"
"6269","三井海洋開発","東P"
"6272","レオン自動機","東P"
"6273","ＳＭＣ","東P"
"6277","ホソカワミクロン","東P"
"6278","ユニオンツール","東P"
"6282","オイレス工業","東P"
"6284","日精エー・エス・ビー機械","東P"
"6287","サトーＨＬＤＧ","東P"
"6289","技研製作所","東P"
"6291","日本エアーテック","東P"
"6293","日精樹脂工業","東P"
"6294","オカダアイヨン","東P"
"6298","ワイエイシイＨＬＤＧ","東P"
"6301","小松製作所","東P"
"6302","住友重機械工業","東P"
"6305","日立建機","東P"
"6306","日工","東P"
"6309","巴工業","東P"
"6310","井関農機","東P"
"6315","ＴＯＷＡ","東P"
"6317","北川鉄工所","東P"
"6323","ローツェ","東P"
"6326","クボタ","東P"
"6328","荏原実業","東P"
"6330","東洋エンジニアリング","東P"
"6331","三菱化工機","東P"
"6332","月島ＨＬＤＧ","東P"
"6333","帝国電機製作所","東P"
"6339","新東工業","東P"
"6340","澁谷工業","東P"
"6345","アイチ","東P"
"6349","小森コーポレーション","東P"
"6351","鶴見製作所","東P"
"6358","酒井重工業","東P"
"6361","荏原製作所","東P"
"6363","酉島製作所","東P"
"6364","北越工業","東P"
"6367","ダイキン工業","東P"
"6368","オルガノ","東P"
"6369","トーヨーカネツ","東P"
"6370","栗田工業","東P"
"6371","椿本チエイン","東P"
"6376","日機装","東P"
"6379","レイズネクスト","東P"
"6381","アネスト岩田","東P"
"6383","ダイフク","東P"
"6387","サムコ","東P"
"6390","加藤製作所","東P"
"6395","タダノ","東P"
"6406","フジテック","東P"
"6407","ＣＫＤ","東P"
"6412","平和","東P"
"6413","理想科学工業","東P"
"6417","ＳＡＮＫＹＯ","東P"
"6418","日本金銭機械","東P"
"6419","マースグループＨＬＤＧ","東P"
"6420","フクシマガリレイ","東P"
"6428","オーイズミ","東P"
"6430","ダイコク電機","東P"
"6432","竹内製作所","東P"
"6436","アマノ","東P"
"6440","ＪＵＫＩ","東P"
"6444","サンデン","東P"
"6445","ジャノメ","東P"
"6448","ブラザー工業","東P"
"6454","マックス","東P"
"6455","モリタＨＬＤＧ","東P"
"6457","グローリー","東P"
"6458","新晃工業","東P"
"6459","大和冷機工業","東P"
"6460","セガサミーＨＬＤＧ","東P"
"6461","日本ピストンリング","東P"
"6462","リケン","東P"
"6463","ＴＰＲ","東P"
"6464","ツバキ・ナカシマ","東P"
"6465","ホシザキ","東P"
"6470","大豊工業","東P"
"6471","日本精工","東P"
"6472","ＮＴＮ","東P"
"6473","ジェイテクト","東P"
"6474","不二越","東P"
"6479","ミネベアミツミ","東P"
"6480","日本トムソン","東P"
"6481","ＴＨＫ","東P"
"6482","ユーシン精機","東P"
"6485","前澤給装工業","東P"
"6486","イーグル工業","東P"
"6490","日本ピラー工業","東P"
"6498","キッツ","東P"
"6501","日立製作所","東P"
"6502","東芝","東P"
"6503","三菱電機","東P"
"6504","富士電機","東P"
"6506","安川電機","東P"
"6507","シンフォニア　テクノロジー","東P"
"6508","明電舎","東P"
"6516","山洋電気","東P"
"6517","デンヨー","東P"
"6523","ＰＨＣＨＬＤＧ","東P"
"6526","ソシオネクスト","東P"
"6532","ベイカレント・コンサルティング","東P"
"6533","Ｏｒｃｈｅｓｔｒａ　ＨＬＤＧ","東P"
"6535","アイモバイル","東P"
"6538","キャリアインデックス","東P"
"6539","ＭＳ―Ｊａｐａｎ","東P"
"6544","ジャパンエレベーターサービスＨ","東P"
"6556","ウェルビー","東P"
"6560","エル・ティー・エス","東P"
"6564","ミダックＨＬＤＧ","東P"
"6569","日総工産","東P"
"6571","キュービーネットＨＬＤＧ","東P"
"6572","ＲＰＡ　ＨＬＤＧ","東P"
"6584","三櫻工業","東P"
"6586","マキタ","東P"
"6588","東芝テック","東P"
"6590","芝浦メカトロニクス","東P"
"6592","マブチモーター","東P"
"6594","ニデック","東P"
"6615","ユー・エム・シー・エレクトロニ","東P"
"6616","トレックス・セミコンダクター","東P"
"6617","東光高岳","東P"
"6619","ダブル・スコープ","東P"
"6620","宮越ＨＬＤＧ","東P"
"6622","ダイヘン","東P"
"6630","ヤーマン","東P"
"6632","ＪＶＣケンウッド","東P"
"6638","ミマキエンジニアリング","東P"
"6640","Ｉ−ＰＥＸ","東P"
"6641","日新電機","東P"
"6644","大崎電気工業","東P"
"6645","オムロン","東P"
"6651","日東工業","東P"
"6652","ＩＤＥＣ","東P"
"6653","正興電機製作所","東P"
"6674","ジーエスユアサコーポレーション","東P"
"6675","サクサＨＬＤＧ","東P"
"6676","メルコＨＬＤＧ","東P"
"6678","テクノメディカ","東P"
"6699","ダイヤモンドエレクトリックＨＤ","東P"
"6701","日本電気","東P"
"6702","富士通","東P"
"6703","沖電気工業","東P"
"6704","岩崎通信機","東P"
"6706","電気興業","東P"
"6707","サンケン電気","東P"
"6718","アイホン","東P"
"6723","ルネサスエレクトロニクス","東P"
"6724","セイコーエプソン","東P"
"6727","ワコム","東P"
"6728","アルバック","東P"
"6737","ＥＩＺＯ","東P"
"6740","ジャパンディスプレイ","東P"
"6741","日本信号","東P"
"6742","京三製作所","東P"
"6744","能美防災","東P"
"6745","ホーチキ","東P"
"6750","エレコム","東P"
"6752","パナソニック　ＨＬＤＧ","東P"
"6753","シャープ","東P"
"6754","アンリツ","東P"
"6755","富士通ゼネラル","東P"
"6758","ソニーグループ","東P"
"6762","ＴＤＫ","東P"
"6763","帝国通信工業","東P"
"6768","タムラ製作所","東P"
"6770","アルプスアルパイン","東P"
"6779","日本電波工業","東P"
"6785","鈴木","東P"
"6787","メイコー","東P"
"6788","日本トリム","東P"
"6789","ローランド　ディー　ジー","東P"
"6794","フォスター電機","東P"
"6798","ＳＭＫ","東P"
"6800","ヨコオ","東P"
"6804","ホシデン","東P"
"6806","ヒロセ電機","東P"
"6807","日本航空電子工業","東P"
"6809","ＴＯＡ","東P"
"6810","マクセル","東P"
"6814","古野電気","東P"
"6817","スミダコーポレーション","東P"
"6820","アイコム","東P"
"6823","リオン","東P"
"6841","横河電機","東P"
"6844","新電元工業","東P"
"6845","アズビル","東P"
"6849","日本光電工業","東P"
"6850","チノー","東P"
"6853","共和電業","東P"
"6856","堀場製作所","東P"
"6857","アドバンテスト","東P"
"6859","エスペック","東P"
"6861","キーエンス","東P"
"6866","日置電機","東P"
"6869","シスメックス","東P"
"6871","日本マイクロニクス","東P"
"6875","メガチップス","東P"
"6879","ＩＭＡＧＩＣＡ　ＧＲＯＵＰ","東P"
"6902","デンソー","東P"
"6904","原田工業","東P"
"6905","コーセル","東P"
"6908","イリソ電子工業","東P"
"6914","オプテックスグループ","東P"
"6920","レーザーテック","東P"
"6923","スタンレー電気","東P"
"6924","岩崎電気","東P"
"6925","ウシオ電機","東P"
"6928","エノモト","東P"
"6929","日本セラミック","東P"
"6932","遠藤照明","東P"
"6937","古河電池","東P"
"6941","山一電機","東P"
"6947","図研","東P"
"6951","日本電子","東P"
"6952","カシオ計算機","東P"
"6954","ファナック","東P"
"6958","日本シイエムケイ","東P"
"6961","エンプラス","東P"
"6962","大真空","東P"
"6963","ローム","東P"
"6965","浜松ホトニクス","東P"
"6966","三井ハイテック","東P"
"6967","新光電気工業","東P"
"6971","京セラ","東P"
"6976","太陽誘電","東P"
"6981","村田製作所","東P"
"6986","双葉電子工業","東P"
"6988","日東電工","東P"
"6989","北陸電気工業","東P"
"6995","東海理化電機製作所","東P"
"6996","ニチコン","東P"
"6997","日本ケミコン","東P"
"6999","ＫＯＡ","東P"
"7003","三井Ｅ＆Ｓ","東P"
"7004","日立造船","東P"
"7011","三菱重工業","東P"
"7012","川崎重工業","東P"
"7013","ＩＨＩ","東P"
"7030","スプリックス","東P"
"7033","マネジメントソリューションズ","東P"
"7034","プロレド・パートナーズ","東P"
"7035","ａｎｄ　ｆａｃｔｏｒｙ","東P"
"7037","テノ．ＨＬＤＧ","東P"
"7038","フロンティア・マネジメント","東P"
"7044","ピアラ","東P"
"7059","コプロ・ＨＬＤＧ","東P"
"7060","ギークス","東P"
"7071","アンビスＨＬＤＧ","東P"
"7085","カーブスＨＬＤＧ","東P"
"7088","フォーラムエンジニアリング","東P"
"7092","Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊｐ","東P"
"7102","日本車輌製造","東P"
"7128","フルサト・マルカＨＬＤＧ","東P"
"7130","ヤマエグループＨＬＤＧ","東P"
"7135","ジャパンクラフトＨＬＤＧ","東P"
"7148","ＦＰＧ","東P"
"7164","全国保証","東P"
"7167","めぶきフィナンシャルグループ","東P"
"7172","ジャパンインベストメントアドバ","東P"
"7173","東京きらぼしＦＧ","東P"
"7180","九州ＦＧ","東P"
"7181","かんぽ生命保険","東P"
"7182","ゆうちょ銀行","東P"
"7184","富山第一銀行","東P"
"7186","コンコルディアＦＧ","東P"
"7187","ジェイリース","東P"
"7189","西日本フィナンシャルＨＬＤＧ","東P"
"7191","イントラスト","東P"
"7196","Ｃａｓａ","東P"
"7198","アルヒ","東P"
"7199","プレミアグループ","東P"
"7201","日産自動車","東P"
"7202","いすゞ自動車","東P"
"7203","トヨタ自動車","東P"
"7205","日野自動車","東P"
"7211","三菱自動車工業","東P"
"7212","エフテック","東P"
"7213","レシップＨＬＤＧ","東P"
"7220","武蔵精密工業","東P"
"7222","日産車体","東P"
"7224","新明和工業","東P"
"7226","極東開発工業","東P"
"7231","トピー工業","東P"
"7236","ティラド","東P"
"7238","曙ブレーキ工業","東P"
"7239","タチエス","東P"
"7240","ＮＯＫ","東P"
"7241","フタバ産業","東P"
"7242","ＫＹＢ","東P"
"7244","市光工業","東P"
"7245","大同メタル工業","東P"
"7246","プレス工業","東P"
"7247","ミクニ","東P"
"7250","太平洋工業","東P"
"7256","河西工業","東P"
"7259","アイシン","東P"
"7261","マツダ","東P"
"7266","今仙電機製作所","東P"
"7267","本田技研工業","東P"
"7269","スズキ","東P"
"7270","ＳＵＢＡＲＵ","東P"
"7271","安永","東P"
"7272","ヤマハ発動機","東P"
"7276","小糸製作所","東P"
"7277","ＴＢＫ","東P"
"7278","エクセディ","東P"
"7280","ミツバ","東P"
"7282","豊田合成","東P"
"7283","愛三工業","東P"
"7294","ヨロズ","東P"
"7296","エフ・シー・シー","東P"
"7309","シマノ","東P"
"7313","テイ・エス　テック","東P"
"7322","三十三ＦＧ","東P"
"7327","第四北越ＦＧ","東P"
"7337","ひろぎんＨＬＤＧ","東P"
"7347","マーキュリアＨＬＤＧ","東P"
"7350","おきなわＦＧ","東P"
"7354","ＤｍＭＩＸ","東P"
"7358","ポピンズ","東P"
"7366","ＬＩＴＡＬＩＣＯ","東P"
"7380","十六ＦＧ","東P"
"7381","北國フィナンシャルＨＬＤＧ","東P"
"7383","ネットプロテクションズＨＬＤＧ","東P"
"7384","プロクレアＨＬＤＧ","東P"
"7389","あいちＦＧ","東P"
"7408","ジャムコ","東P"
"7414","小野建","東P"
"7419","ノジマ","東P"
"7420","佐鳥電機","東P"
"7421","カッパ・クリエイト","東P"
"7433","伯東","東P"
"7438","コンドーテック","東P"
"7445","ライトオン","東P"
"7447","ナガイレーベン","東P"
"7453","良品計画","東P"
"7455","パリミキＨＬＤＧ","東P"
"7456","松田産業","東P"
"7458","第一興商","東P"
"7459","メディパルＨＬＤＧ","東P"
"7466","ＳＰＫ","東P"
"7467","萩原電気ＨＬＤＧ","東P"
"7475","アルビス","東P"
"7476","アズワン","東P"
"7482","シモジマ","東P"
"7483","ドウシシャ","東P"
"7487","小津産業","東P"
"7494","コナカ","東P"
"7504","高速","東P"
"7508","Ｇ―７ＨＬＤＧ","東P"
"7510","たけびし","東P"
"7513","コジマ","東P"
"7514","ヒマラヤ","東P"
"7516","コーナン商事","東P"
"7518","ネットワンシステムズ","東P"
"7520","エコス","東P"
"7522","ワタミ","東P"
"7525","リックス","東P"
"7527","システムソフト","東P"
"7532","パン・パシフィック・インターナ","東P"
"7537","丸文","東P"
"7545","西松屋チェーン","東P"
"7550","ゼンショーＨＬＤＧ","東P"
"7552","ハピネット","東P"
"7554","幸楽苑ＨＬＤＧ","東P"
"7561","ハークスレイ","東P"
"7570","橋本総業ＨＬＤＧ","東P"
"7575","日本ライフライン","東P"
"7581","サイゼリヤ","東P"
"7590","タカショー","東P"
"7593","ＶＴ　ＨＬＤＧ","東P"
"7595","アルゴグラフィックス","東P"
"7596","魚力","東P"
"7599","ＩＤＯＭ","東P"
"7600","日本エム・ディ・エム","東P"
"7605","フジ・コーポレーション","東P"
"7606","ユナイテッドアローズ","東P"
"7607","進和","東P"
"7609","ダイトロン","東P"
"7611","ハイデイ日高","東P"
"7613","シークス","東P"
"7616","コロワイド","東P"
"7618","ピーシーデポコーポレーション","東P"
"7628","オーハシテクニカ","東P"
"7630","壱番屋","東P"
"7637","白銅","東P"
"7649","スギＨＬＤＧ","東P"
"7679","薬王堂ＨＬＤＧ","東P"
"7701","島津製作所","東P"
"7702","ＪＭＳ","東P"
"7715","長野計器","東P"
"7717","ブイ・テクノロジー","東P"
"7718","スター精密","東P"
"7721","東京計器","東P"
"7723","愛知時計電機","東P"
"7725","インターアクション","東P"
"7727","オーバル","東P"
"7729","東京精密","東P"
"7730","マニー","東P"
"7731","ニコン","東P"
"7732","トプコン","東P"
"7733","オリンパス","東P"
"7734","理研計器","東P"
"7735","ＳＣＲＥＥＮ　ＨＬＤＧ","東P"
"7739","キヤノン電子","東P"
"7740","タムロン","東P"
"7741","ＨＯＹＡ","東P"
"7743","シード","東P"
"7744","ノーリツ鋼機","東P"
"7745","Ａ＆ＤホロンＨＬＤＧ","東P"
"7747","朝日インテック","東P"
"7751","キヤノン","東P"
"7752","リコー","東P"
"7762","シチズン時計","東P"
"7769","リズム","東P"
"7775","大研医器","東P"
"7780","メニコン","東P"
"7811","中本パックス","東P"
"7816","スノーピーク","東P"
"7817","パラマウントベッドＨＬＤＧ","東P"
"7818","トランザクション","東P"
"7819","粧美堂","東P"
"7820","ニホンフラッシュ","東P"
"7821","前田工繊","東P"
"7823","アートネイチャー","東P"
"7832","バンダイナムコＨＬＤＧ","東P"
"7839","ＳＨＯＥＩ","東P"
"7840","フランスベッドＨＬＤＧ","東P"
"7844","マーベラス","東P"
"7846","パイロットコーポレーション","東P"
"7856","萩原工業","東P"
"7860","エイベックス","東P"
"7864","フジシールインターナショナル","東P"
"7867","タカラトミー","東P"
"7868","広済堂ＨＬＤＧ","東P"
"7874","レック","東P"
"7888","三光合成","東P"
"7893","プロネクサス","東P"
"7905","大建工業","東P"
"7911","凸版印刷","東P"
"7912","大日本印刷","東P"
"7914","共同印刷","東P"
"7915","ＮＩＳＳＨＡ","東P"
"7917","藤森工業","東P"
"7918","ヴィアＨＬＤＧ","東P"
"7921","ＴＡＫＡＲＡ＆ＣＯＭＰＡＮＹ","東P"
"7925","前澤化成工業","東P"
"7931","未来工業","東P"
"7936","アシックス","東P"
"7942","ＪＳＰ","東P"
"7943","ニチハ","東P"
"7944","ローランド","東P"
"7947","エフピコ","東P"
"7949","小松ウオール工業","東P"
"7951","ヤマハ","東P"
"7952","河合楽器製作所","東P"
"7955","クリナップ","東P"
"7956","ピジョン","東P"
"7958","天馬","東P"
"7962","キングジム","東P"
"7965","象印マホービン","東P"
"7966","リンテック","東P"
"7970","信越ポリマー","東P"
"7971","東リ","東P"
"7972","イトーキ","東P"
"7974","任天堂","東P"
"7976","三菱鉛筆","東P"
"7979","松風","東P"
"7981","タカラスタンダード","東P"
"7984","コクヨ","東P"
"7987","ナカバヤシ","東P"
"7988","ニフコ","東P"
"7989","立川ブラインド工業","東P"
"7990","グローブライド","東P"
"7994","オカムラ","東P"
"7995","バルカー","東P"
"8001","伊藤忠商事","東P"
"8002","丸紅","東P"
"8005","スクロール","東P"
"8007","高島","東P"
"8008","ヨンドシーＨＬＤＧ","東P"
"8011","三陽商会","東P"
"8012","長瀬産業","東P"
"8014","蝶理","東P"
"8015","豊田通商","東P"
"8016","オンワードＨＬＤＧ","東P"
"8020","兼松","東P"
"8022","美津濃","東P"
"8031","三井物産","東P"
"8032","日本紙パルプ商事","東P"
"8035","東京エレクトロン","東P"
"8037","カメイ","東P"
"8043","スターゼン","東P"
"8050","セイコーグループ","東P"
"8051","山善","東P"
"8052","椿本興業","東P"
"8053","住友商事","東P"
"8056","ＢＩＰＲＯＧＹ","東P"
"8057","内田洋行","東P"
"8058","三菱商事","東P"
"8059","第一実業","東P"
"8060","キヤノンマーケティングジャパン","東P"
"8061","西華産業","東P"
"8065","佐藤商事","東P"
"8068","菱洋エレクトロ","東P"
"8070","東京産業","東P"
"8074","ユアサ商事","東P"
"8075","神鋼商事","東P"
"8077","トルク","東P"
"8078","阪和興業","東P"
"8079","正栄食品工業","東P"
"8081","カナデン","東P"
"8084","ＲＹＯＤＥＮ","東P"
"8086","ニプロ","東P"
"8088","岩谷産業","東P"
"8091","ニチモウ","東P"
"8093","極東貿易","東P"
"8095","アステナＨＬＤＧ","東P"
"8096","兼松エレクトロニクス","東P"
"8097","三愛オブリ","東P"
"8098","稲畑産業","東P"
"8101","ＧＳＩクレオス","東P"
"8103","明和産業","東P"
"8111","ゴールドウイン","東P"
"8113","ユニ・チャーム","東P"
"8114","デサント","東P"
"8125","ワキタ","東P"
"8129","東邦ＨＬＤＧ","東P"
"8130","サンゲツ","東P"
"8132","シナネンＨＬＤＧ","東P"
"8133","伊藤忠エネクス","東P"
"8136","サンリオ","東P"
"8137","サンワテクノス","東P"
"8140","リョーサン","東P"
"8141","新光商事","東P"
"8142","トーホー","東P"
"8150","三信電気","東P"
"8151","東陽テクニカ","東P"
"8153","モスフードサービス","東P"
"8154","加賀電子","東P"
"8155","三益半導体工業","東P"
"8157","都築電気","東P"
"8158","ソーダニッカ","東P"
"8159","立花エレテック","東P"
"8160","木曽路","東P"
"8163","ＳＲＳ　ＨＬＤＧ","東P"
"8165","千趣会","東P"
"8167","リテールパートナーズ","東P"
"8168","ケーヨー","東P"
"8173","上新電機","東P"
"8174","日本瓦斯","東P"
"8179","ロイヤルＨＬＤＧ","東P"
"8182","いなげや","東P"
"8185","チヨダ","東P"
"8194","ライフコーポレーション","東P"
"8200","リンガーハット","東P"
"8203","ＭｒＭａｘＨＤ","東P"
"8214","ＡＯＫＩ　ＨＬＤＧ","東P"
"8217","オークワ","東P"
"8218","コメリ","東P"
"8219","青山商事","東P"
"8227","しまむら","東P"
"8233","高島屋","東P"
"8237","松屋","東P"
"8242","エイチ・ツー・オー　リテイリン","東P"
"8252","丸井グループ","東P"
"8253","クレディセゾン","東P"
"8255","アクシアル　リテイリング","東P"
"8267","イオン","東P"
"8273","イズミ","東P"
"8275","フォーバル","東P"
"8276","平和堂","東P"
"8278","フジ","東P"
"8279","ヤオコー","東P"
"8281","ゼビオＨＬＤＧ","東P"
"8282","ケーズＨＬＤＧ","東P"
"8283","ＰＡＬＴＡＣ","東P"
"8285","三谷産業","東P"
"8291","日産東京販売ＨＬＤＧ","東P"
"8304","あおぞら銀行","東P"
"8306","三菱ＵＦＪ　ＦＧ","東P"
"8308","りそなＨＬＤＧ","東P"
"8309","三井住友トラストＨＬＤＧ","東P"
"8316","三井住友ＦＧ","東P"
"8331","千葉銀行","東P"
"8334","群馬銀行","東P"
"8336","武蔵野銀行","東P"
"8337","千葉興業銀行","東P"
"8338","筑波銀行","東P"
"8341","七十七銀行","東P"
"8343","秋田銀行","東P"
"8344","山形銀行","東P"
"8345","岩手銀行","東P"
"8346","東邦銀行","東P"
"8354","ふくおかＦＧ","東P"
"8358","スルガ銀行","東P"
"8359","八十二銀行","東P"
"8360","山梨中央銀行","東P"
"8361","大垣共立銀行","東P"
"8362","福井銀行","東P"
"8364","清水銀行","東P"
"8366","滋賀銀行","東P"
"8367","南都銀行","東P"
"8368","百五銀行","東P"
"8369","京都銀行","東P"
"8370","紀陽銀行","東P"
"8377","ほくほくＦＧ","東P"
"8381","山陰合同銀行","東P"
"8386","百十四銀行","東P"
"8387","四国銀行","東P"
"8388","阿波銀行","東P"
"8392","大分銀行","東P"
"8393","宮崎銀行","東P"
"8395","佐賀銀行","東P"
"8399","琉球銀行","東P"
"8410","セブン銀行","東P"
"8411","みずほＦＧ","東P"
"8418","山口ＦＧ","東P"
"8424","芙蓉総合リース","東P"
"8425","みずほリース","東P"
"8439","東京センチュリー","東P"
"8473","ＳＢＩ　ＨＬＤＧ","東P"
"8511","日本証券金融","東P"
"8515","アイフル","東P"
"8522","名古屋銀行","東P"
"8524","北洋銀行","東P"
"8541","愛媛銀行","東P"
"8544","京葉銀行","東P"
"8550","栃木銀行","東P"
"8551","北日本銀行","東P"
"8558","東和銀行","東P"
"8566","リコーリース","東P"
"8570","イオンフィナンシャルサービス","東P"
"8584","ジャックス","東P"
"8585","オリエントコーポレーション","東P"
"8591","オリックス","東P"
"8593","三菱ＨＣキャピタル","東P"
"8595","ジャフコ　グループ","東P"
"8600","トモニＨＬＤＧ","東P"
"8601","大和証券グループ本社","東P"
"8604","野村ＨＬＤＧ","東P"
"8609","岡三証券グループ","東P"
"8613","丸三証券","東P"
"8614","東洋証券","東P"
"8616","東海東京フィナンシャルＨＬＤＧ","東P"
"8622","水戸証券","東P"
"8624","いちよし証券","東P"
"8628","松井証券","東P"
"8630","ＳＯＭＰＯ　ＨＬＤＧ","東P"
"8697","日本取引所グループ","東P"
"8698","マネックスグループ","東P"
"8706","極東証券","東P"
"8707","岩井コスモＨＬＤＧ","東P"
"8708","アイザワ証券グループ","東P"
"8713","フィデアＨＬＤＧ","東P"
"8714","池田泉州ＨＬＤＧ","東P"
"8715","アニコムＨＤ","東P"
"8725","ＭＳ＆ＡＤインシュアランスＨＤ","東P"
"8732","マネーパートナーズグループ","東P"
"8739","スパークス・グループ","東P"
"8750","第一生命ＨＬＤＧ","東P"
"8766","東京海上ＨＬＤＧ","東P"
"8769","アドバンテッジリスクマネジメン","東P"
"8771","イー・ギャランティ","東P"
"8793","ＮＥＣキャピタルソリューション","東P"
"8795","Ｔ＆Ｄ　ＨＬＤＧ","東P"
"8798","アドバンスクリエイト","東P"
"8801","三井不動産","東P"
"8802","三菱地所","東P"
"8803","平和不動産","東P"
"8804","東京建物","東P"
"8818","京阪神ビルディング","東P"
"8830","住友不動産","東P"
"8842","東京楽天地","東P"
"8848","レオパレス２１","東P"
"8850","スターツコーポレーション","東P"
"8860","フジ住宅","東P"
"8864","空港施設","東P"
"8869","明和地所","東P"
"8871","ゴールドクレスト","東P"
"8876","リログループ","東P"
"8877","エスリード","東P"
"8881","日神グループＨＬＤＧ","東P"
"8892","日本エスコン","東P"
"8897","ＭＩＲＡＲＴＨＨＬＤＧ","東P"
"8904","ＡＶＡＮＴＩＡ","東P"
