"コード","銘柄名","市場"
"6625","ＪＡＬＣＯ　ＨＬＤＧ","東S"
"6626","ＳＥＭＩＴＥＣ","東S"
"6627","テラプローブ","東S"
"6629","テクノホライゾン","東S"
"6633","Ｃ＆Ｇシステムズ","東S"
"6634","ネクスグループ","東S"
"6635","大日光・エンジニアリング","東S"
"6637","寺崎電気産業","東S"
"6643","戸上電機製作所","東S"
"6647","森尾電機","東S"
"6648","かわでん","東S"
"6654","不二電機工業","東S"
"6656","インスペック","東S"
"6658","シライ電子工業","東S"
"6659","メディアリンクス","東S"
"6662","ユビテック","東S"
"6663","太洋工業","東S"
"6664","オプトエレクトロニクス","東S"
"6666","リバーエレテック","東S"
"6668","アドテックプラズマテクノロジー","東S"
"6670","ＭＣＪ","東S"
"6677","エスケーエレクトロニクス","東S"
"6694","ズーム","東S"
"6698","ヴィスコ・テクノロジーズ","東S"
"6715","ナカヨ","東S"
"6721","ウインテスト","東S"
"6730","アクセル","東S"
"6731","ピクセラ","東S"
"6734","ニューテック","東S"
"6736","サン電子","東S"
"6743","大同信号","東S"
"6748","星和電機","東S"
"6757","ＯＳＧコーポレーション","東S"
"6769","ザインエレクトロニクス","東S"
"6771","池上通信機","東S"
"6772","東京コスモス電機","東S"
"6775","ＴＢグループ","東S"
"6776","天昇電気工業","東S"
"6777","ｓａｎｔｅｃ　ＨＬＤＧ","東S"
"6778","アルチザネットワークス","東S"
"6786","ＲＶＨ","東S"
"6803","ティアック","東S"
"6819","伊豆シャボテンリゾート","東S"
"6822","大井電気","東S"
"6824","新コスモス電機","東S"
"6832","アオイ電子","東S"
"6834","精工技研","東S"
"6835","アライドテレシスＨＬＤＧ","東S"
"6836","ぷらっとホーム","東S"
"6837","京写","東S"
"6838","多摩川ＨＬＤＧ","東S"
"6840","ＡＫＩＢＡ　ＨＬＤＧ","東S"
"6848","東亜ディーケーケー","東S"
"6855","日本電子材料","東S"
"6858","小野測器","東S"
"6862","ミナトＨＬＤＧ","東S"
"6863","ニレコ","東S"
"6864","エヌエフＨＬＤＧ","東S"
"6867","リーダー電子","東S"
"6870","日本フェンオール","東S"
"6874","協立電機","東S"
"6877","ＯＢＡＲＡ　ＧＲＯＵＰ","東S"
"6881","キョウデン","東S"
"6882","三社電機製作所","東S"
"6888","アクモス","東S"
"6890","フェローテックＨＬＤＧ","東S"
"6894","パルステック工業","東S"
"6897","ツインバード","東S"
"6898","トミタ電機","東S"
"6899","ＡＳＴＩ","東S"
"6901","澤藤電機","東S"
"6907","ジオマテック","東S"
"6912","菊水ＨＬＤＧ","東S"
"6915","千代田インテグレ","東S"
"6918","アバールデータ","東S"
"6919","ケル","東S"
"6926","岡谷電機産業","東S"
"6927","ヘリオス　テクノ　ＨＬＤＧ","東S"
"6930","日本アンテナ","東S"
"6938","双信電機","東S"
"6942","ソフィアＨＬＤＧ","東S"
"6943","ＮＫＫスイッチズ","東S"
"6946","日本アビオニクス","東S"
"6955","ＦＤＫ","東S"
"6957","芝浦電子","東S"
"6960","フクダ電子","東S"
"6964","サンコー","東S"
"6969","松尾電機","東S"
"6973","協栄産業","東S"
"6977","日本抵抗器製作所","東S"
"6982","リード","東S"
"6993","大黒屋ＨＬＤＧ","東S"
"6994","指月電機製作所","東S"
"6998","日本タングステン","東S"
"7014","名村造船所","東S"
"7018","内海造船","東S"
"7021","ニッチツ","東S"
"7022","サノヤスＨＬＤＧ","東S"
"7040","サン・ライフＨＬＤＧ","東S"
"7042","アクセスグループ・ＨＬＤＧ","東S"
"7057","エヌ・シー・エヌ","東S"
"7058","共栄セキュリティーサービス","東S"
"7065","ユーピーアール","東S"
"7081","コーユーレンティア","東S"
"7087","ウイルテック","東S"
"7105","三菱ロジスネクスト","東S"
"7111","ＩＮＥＳＴ","東S"
"7115","アルファパーチェス","東S"
"7116","ダイワ通信","東S"
"7120","ＳＨＩＮＫＯ","東S"
"7122","近畿車輛","東S"
"7126","グローバルスタイル","東S"
"7127","一家ＨＬＤＧ","東S"
"7129","ミアヘルサＨＬＤＧ","東S"
"7131","のむら産業","東S"
"7134","アップガレージグループ","東S"
"7150","島根銀行","東S"
"7161","じもとＨＬＤＧ","東S"
"7162","アストマックス","東S"
"7163","住信　ＳＢＩ　ネット銀行","東S"
"7175","今村証券","東S"
"7177","ＧＭＯフィナンシャルＨＬＤＧ","東S"
"7183","あんしん保証","東S"
"7185","ヒロセ通商","東S"
"7192","日本モーゲージサービス","東S"
"7208","カネミツ","東S"
"7214","ＧＭＢ","東S"
"7215","ファルテック","東S"
"7217","テイン","東S"
"7218","田中精密工業","東S"
"7219","エッチ・ケー・エス","東S"
"7228","デイトナ","東S"
"7229","ユタカ技研","東S"
"7235","東京ラヂエーター製造","東S"
"7254","ユニバンス","東S"
"7255","桜井製作所","東S"
"7264","ムロコーポレーション","東S"
"7265","エイケン工業","東S"
"7268","タツミ","東S"
"7273","イクヨ","東S"
"7279","ハイレックスコーポレーション","東S"
"7284","盟和産業","東S"
"7287","日本精機","東S"
"7291","日本プラスト","東S"
"7292","村上開明堂","東S"
"7297","カーメイト","東S"
"7298","八千代工業","東S"
"7299","フジオーゼックス","東S"
"7305","新家工業","東S"
"7314","小田原機器","東S"
"7315","ＩＪＴＴ","東S"
"7338","インヴァスト","東S"
"7357","ジオコード","東S"
"7367","セルム","東S"
"7368","表示灯","東S"
"7377","ＤＮ　ＨＬＤＧ","東S"
"7399","ナンシン","東S"
"7412","アトム","東S"
"7413","創健社","東S"
"7416","はるやまＨＬＤＧ","東S"
"7417","南陽","東S"
"7422","東邦レマック","東S"
"7425","初穂商事","東S"
"7426","山大","東S"
"7427","エコートレーディング","東S"
"7434","オータケ","東S"
"7435","ナ・デックス","東S"
"7442","中山福","東S"
"7443","横浜魚類","東S"
"7444","ハリマ共和物産","東S"
"7446","東北化学薬品","東S"
"7450","サンデー","東S"
"7451","三菱食品","東S"
"7460","ヤギ","東S"
"7461","キムラ","東S"
"7462","ＣＡＰＩＴＡ","東S"
"7463","アドヴァングループ","東S"
"7464","セフテック","東S"
"7472","鳥羽洋行","東S"
"7477","ムラキ","東S"
"7480","スズデン","東S"
"7481","尾家産業","東S"
"7486","サンリン","東S"
"7490","日新商事","東S"
"7500","西川計測","東S"
"7501","ティムコ","東S"
"7502","プラザクリエイト本社","東S"
"7505","扶桑電通","東S"
"7506","ハウス　オブ　ローゼ","東S"
"7509","アイエーグループ","東S"
"7512","イオン北海道","東S"
"7515","マルヨシセンター","東S"
"7521","ムサシ","東S"
"7523","アールビバン","東S"
"7524","マルシェ","東S"
"7531","清和中央ＨＬＤＧ","東S"
"7538","大水","東S"
"7539","アイナボＨＬＤＧ","東S"
"7544","スリーエフ","東S"
"7551","ウェッズ","東S"
"7555","大田花き","東S"
"7559","ジーエフシー","東S"
"7562","安楽亭","東S"
"7564","ワークマン","東S"
"7565","萬世電機","東S"
"7567","栄電子","東S"
"7571","ヤマノＨＬＤＧ","東S"
"7578","ニチリョク","東S"
"7585","かんなん丸","東S"
"7601","ポプラ","東S"
"7602","カーチスＨＬＤＧ","東S"
"7603","マックハウス","東S"
"7604","梅の花","東S"
"7608","エスケイジャパン","東S"
"7610","テイツー","東S"
"7614","オーエムツーネットワーク","東S"
"7615","ＹＵ−ＷＡ　Ｃｒｅａｔｉｏｎ","東S"
"7619","田中商事","東S"
"7621","うかい","東S"
"7623","サンオータス","東S"
"7624","ＮａＩＴＯ","東S"
"7625","グローバルダイニング","東S"
"7634","星医療酸器","東S"
"7635","杉田エース","東S"
"7636","ハンズマン","東S"
"7638","ＮＥＷ　ＡＲＴ　ＨＬＤＧ","東S"
"7640","トップカルチャー","東S"
"7643","ダイイチ","東S"
"7646","ＰＬＡＮＴ","東S"
"7647","音通","東S"
"7670","オーウエル","東S"
"7673","ダイコー通産","東S"
"7677","ヤシマキザイ","東S"
"7678","あさくま","東S"
"7681","レオクラン","東S"
"7682","浜木綿","東S"
"7686","カクヤスグループ","東S"
"7692","アースインフィニティ","東S"
"7698","アイスコ","東S"
"7705","ジーエルサイエンス","東S"
"7709","クボテック","東S"
"7711","助川電気工業","東S"
"7713","シグマ光機","東S"
"7716","ナカニシ","東S"
"7719","東京衡機","東S"
"7722","国際計測器","東S"
"7726","黒田精工","東S"
"7746","岡本硝子","東S"
"7749","メディキット","東S"
"7760","ＩＭＶ","東S"
"7771","日本精密","東S"
"7781","平山ＨＬＤＧ","東S"
"7782","シンシア","東S"
"7791","ドリームベッド","東S"
"7795","ＫＹＯＲＩＴＳＵ","東S"
"7800","アミファ","東S"
"7804","ビーアンドピー","東S"
"7805","プリントネット","東S"
"7807","幸和製作所","東S"
"7808","シー・エス・ランバー","東S"
"7809","壽屋","東S"
"7810","クロスフォー","東S"
"7812","クレステック","東S"
"7814","日本創発グループ","東S"
"7815","東京ボード工業","東S"
"7822","永大産業","東S"
"7826","フルヤ金属","東S"
"7827","オービス","東S"
"7831","ウイルコＨＬＤＧ","東S"
"7833","アイフィスジャパン","東S"
"7836","アビックス","東S"
"7837","アールシーコア","東S"
"7841","遠藤製作所","東S"
"7847","グラファイトデザイン","東S"
"7849","スターツ出版","東S"
"7850","総合商研","東S"
"7851","カワセコンピュータサプライ","東S"
"7857","セキ","東S"
"7859","アルメディオ","東S"
"7863","平賀","東S"
"7865","ピープル","東S"
"7871","フクビ化学工業","東S"
"7872","エステールＨＬＤＧ","東S"
"7875","竹田ｉＰＨＬＤＧ","東S"
"7877","永大化工","東S"
"7878","光・彩","東S"
"7879","ノダ","東S"
"7883","サンメッセ","東S"
"7885","タカノ","東S"
"7886","ヤマト・インダストリー","東S"
"7887","南海プライウッド","東S"
"7896","セブン工業","東S"
"7897","ホクシン","東S"
"7898","ウッドワン","東S"
"7899","ＭＩＣＳ化学","東S"
"7901","マツモト","東S"
"7902","ソノコム","東S"
"7906","ヨネックス","東S"
"7908","きもと","東S"
"7916","光村印刷","東S"
"7919","野崎印刷紙業","東S"
"7922","三光産業","東S"
"7923","トーイン","東S"
"7927","ムトー精工","東S"
"7928","旭化学工業","東S"
"7932","ニッピ","東S"
"7937","ツツミ","東S"
"7938","リーガルコーポレーション","東S"
"7939","研創","東S"
"7940","ウェーブロックＨＬＤＧ","東S"
"7946","光陽社","東S"
"7953","菊水化学工業","東S"
"7957","フジコピアン","東S"
"7961","兼松サステック","東S"
"7963","興研","東S"
"7975","リヒトラブ","東S"
"7980","重松製作所","東S"
"7983","ミロク","東S"
"7985","ネポン","東S"
"7986","日本アイ・エス・ケイ","東S"
"7991","マミヤ・オーピー","東S"
"7992","セーラー万年筆","東S"
"7997","くろがね工作所","東S"
"7999","ＭＵＴＯＨ　ＨＬＤＧ","東S"
"8006","ユアサ・フナショク","東S"
"8013","ナイガイ","東S"
"8018","三共生興","東S"
"8023","大興電子通信","東S"
"8025","ツカモトコーポレーション","東S"
"8029","ルックＨＬＤＧ","東S"
"8030","中央魚類","東S"
"8038","東都水産","東S"
"8039","築地魚市場","東S"
"8040","東京ソワール","東S"
"8041","ＯＵＧ　ＨＬＤＧ","東S"
"8045","横浜丸魚","東S"
"8046","丸藤シートパイル","東S"
"8066","三谷商事","東S"
"8072","日本出版貿易","東S"
"8076","カノークス","東S"
"8085","ナラサキ産業","東S"
"8089","ナイス","東S"
"8104","クワザワＨＬＤＧ","東S"
"8105","堀田丸正","東S"
"8107","キムラタン","東S"
"8115","ムーンバット","東S"
"8117","中央自動車工業","東S"
"8118","キング","東S"
"8119","三栄コーポレーション","東S"
"8123","川辺","東S"
"8127","ヤマトインターナショナル","東S"
"8131","ミツウロコグループＨＬＤＧ","東S"
"8135","ゼット","東S"
"8138","三京化成","東S"
"8139","ナガホリ","東S"
"8143","ラピーヌ","東S"
"8144","デンキョーグループＨＬＤＧ","東S"
"8147","トミタ","東S"
"8152","ソマール","東S"
"8166","タカキュー","東S"
"8181","東天紅","東S"
"8198","マックスバリュ東海","東S"
"8202","ラオックスＨＬＤＧ","東S"
"8207","テンアライド","東S"
"8208","エンチョー","東S"
"8209","フレンドリー","東S"
"8215","銀座山形屋","東S"
"8225","タカチホ","東S"
"8226","理経","東S"
"8230","はせがわ","東S"
"8244","近鉄百貨店","東S"
"8247","大和","東S"
"8249","テクノアソシエ","東S"
"8254","さいか屋","東S"
"8256","プロルート丸光","東S"
"8260","井筒屋","東S"
"8289","Ｏｌｙｍｐｉｃグループ","東S"
"8303","ＳＢＩ新生銀行","東S"
"8349","東北銀行","東S"
"8365","富山銀行","東S"
"8383","鳥取銀行","東S"
"8416","高知銀行","東S"
"8462","フューチャーベンチャーキャピタ","東S"
"8508","Ｊトラスト","東S"
"8518","日本アジア投資","東S"
"8521","長野銀行","東S"
"8537","大光銀行","東S"
"8542","トマト銀行","東S"
"8562","福島銀行","東S"
"8563","大東銀行","東S"
"8572","アコム","東S"
"8596","九州リースサービス","東S"
"8617","光世証券","東S"
"8699","ＨＳＨＬＤＧ","東S"
"8700","丸八証券","東S"
"8704","トレイダーズＨＬＤＧ","東S"
"8705","日産証券グループ","東S"
"8737","あかつき本社","東S"
"8742","小林洋行","東S"
"8746","第一商品","東S"
"8747","豊トラスティ証券","東S"
"8772","アサックス","東S"
"8783","ＧＦＡ","東S"
"8789","フィンテック　グローバル","東S"
"8835","太平洋興発","東S"
"8836","ＲＩＳＥ","東S"
"8841","テーオーシー","東S"
"8844","コスモスイニシア","東S"
"8854","日住サービス","東S"
"8886","ウッドフレンズ","東S"
"8887","リベレステ","東S"
"8889","ＡＰＡＭＡＮ","東S"
"8890","レーサム","東S"
"8891","ＡＭＧＨＬＤＧ","東S"
"8893","新日本建物","東S"
"8894","ＲＥＶＯＬＵＴＩＯＮ","東S"
"8898","センチュリー２１・ジャパン","東S"
"8903","サンウッド","東S"
"8908","毎日コムネット","東S"
"8912","エリアクエスト","東S"
"8914","エリアリンク","東S"
"8918","ランド","東S"
"8920","東祥","東S"
"8925","アルデプロ","東S"
"8927","明豊エンタープライズ","東S"
"8928","穴吹興産","東S"
"8929","青山財産ネットワークス","東S"
"8931","和田興産","東S"
"8944","ランドビジネス","東S"
"8946","ＡＳＩＡＮ　ＳＴＡＲ","東S"
"8995","誠建設工業","東S"
"8996","ハウスフリーダム","東S"
"9012","秩父鉄道","東S"
"9017","新潟交通","東S"
"9028","ゼロ","東S"
"9029","ヒガシトゥエンティワン","東S"
"9033","広島電鉄","東S"
"9034","南総通運","東S"
"9036","東部ネットワーク","東S"
"9049","京福電気鉄道","東S"
"9051","センコン物流","東S"
"9057","遠州トラック","東S"
"9059","カンダＨＬＤＧ","東S"
"9060","日本ロジテム","東S"
"9063","岡山県貨物運送","東S"
"9067","丸運","東S"
"9073","京極運輸商事","東S"
"9074","日本石油輸送","東S"
"9078","エスライン","東S"
"9082","大和自動車交通","東S"
"9083","神姫バス","東S"
"9087","タカセ","東S"
"9115","明治海運","東S"
"9127","玉井商船","東S"
"9130","共栄タンカー","東S"
"9145","ビーイングＨＬＤＧ","東S"
"9171","栗林商船","東S"
"9173","東海汽船","東S"
"9193","東京汽船","東S"
"9206","スターフライヤー","東S"
"9213","セイファート","東S"
"9220","エフビー介護サービス","東S"
"9221","フルハシＥＰＯ","東S"
"9232","パスコ","東S"
"9233","アジア航測","東S"
"9249","日本エコシステム","東S"
"9263","ビジョナリーＨＬＤＧ","東S"
"9264","ポエック","東S"
"9265","ヤマシタヘルスケアＨＬＤＧ","東S"
"9268","オプティマスグループ","東S"
"9275","ナルミヤ・インターナショナル","東S"
"9306","東陽倉庫","東S"
"9307","杉村倉庫","東S"
"9308","乾汽船","東S"
"9311","アサガミ","東S"
"9312","ケイヒン","東S"
"9313","丸八倉庫","東S"
"9318","アジア開発キャピタル","東S"
"9322","川西倉庫","東S"
"9327","イー・ロジット","東S"
"9339","コーチ・エィ","東S"
"9340","アソインターナショナル","東S"
"9353","櫻島埠頭","東S"
"9355","リンコーコーポレーション","東S"
"9360","鈴与シンワート","東S"
"9361","伏木海陸運送","東S"
"9362","兵機海運","東S"
"9363","大運","東S"
"9365","トレーディア","東S"
"9366","サンリツ","東S"
"9367","大東港運","東S"
"9368","キムラユニティー","東S"
"9369","キユーソー流通システム","東S"
"9376","ユーラシア旅行社","東S"
"9377","エージーピー","東S"
"9380","東海運","東S"
"9399","ビートＨＬＤＧ","東S"
"9408","新潟放送","東S"
"9414","日本ＢＳ放送","東S"
"9417","スマートバリュー","東S"
"9421","エヌジェイＨＬＤＧ","東S"
"9423","フォーバル・リアルストレート","東S"
"9425","日本テレホン","東S"
"9428","クロップス","東S"
"9436","沖縄セルラー電話","東S"
"9439","エム・エイチ・グループ","東S"
"9441","ベルパーク","東S"
"9444","トーシンＨＬＤＧ","東S"
"9445","フォーバルテレコム","東S"
"9446","サカイＨＬＤＧ","東S"
"9466","アイドママーケティングコミュニ","東S"
"9475","昭文社ＨＬＤＧ","東S"
"9476","中央経済社ＨＬＤＧ","東S"
"9478","ＳＥ　Ｈ＆インキュベーションズ","東S"
"9479","インプレスＨＬＤＧ","東S"
"9537","北陸瓦斯","東S"
"9539","京葉瓦斯","東S"
"9564","ＦＣＥ　ＨＬＤＧ","東S"
"9610","ウィルソン・ラーニング　ワール","東S"
"9625","セレスポ","東S"
"9632","スバル興業","東S"
"9633","東京テアトル","東S"
"9635","武蔵野興業","東S"
"9636","きんえい","東S"
"9637","オーエス","東S"
"9639","三協フロンテア","東S"
"9640","セゾン情報システムズ","東S"
"9647","協和コンサルタンツ","東S"
"9651","日本プロセス","東S"
"9656","グリーンランドリゾート","東S"
"9661","歌舞伎座","東S"
"9675","常磐興産","東S"
"9679","ホウライ","東S"
"9685","ＫＹＣＯＭ　ＨＬＤＧ","東S"
"9686","東洋テック","東S"
"9687","ＫＳＫ","東S"
"9691","両毛システムズ","東S"
"9696","ウィザス","東S"
"9698","クレオ","東S"
"9701","東京會舘","東S"
"9704","アゴーラ　ホスピタリティー","東S"
"9708","帝国ホテル","東S"
"9709","ＮＣＳ＆Ａ","東S"
"9713","ロイヤルホテル","東S"
"9720","ホテル、ニューグランド","東S"
"9723","京都ホテル","東S"
"9726","ＫＮＴ―ＣＴ　ＨＬＤＧ","東S"
"9731","白洋舎","東S"
"9733","ナガセ","東S"
"9734","精養軒","東S"
"9753","アイエックス・ナレッジ","東S"
"9760","進学会ＨＬＤＧ","東S"
"9761","東海リース","東S"
"9763","丸紅建材リース","東S"
"9767","日建工学","東S"
"9768","いであ","東S"
"9776","札幌臨床検査センター","東S"
"9778","昴","東S"
"9780","ハリマビステム","東S"
"9782","ディーエムエス","東S"
"9791","ビケンテクノ","東S"
"9799","旭情報サービス","東S"
"9812","テーオーＨＬＤＧ","東S"
"9816","ストライダーズ","東S"
"9818","大丸エナウィン","東S"
"9820","エムティジェネックス","東S"
"9823","マミーマート","東S"
"9827","リリカラ","東S"
"9828","元気寿司","東S"
"9835","ジュンテンドー","東S"
"9845","パーカーコーポレーション","東S"
"9846","天満屋ストア","東S"
"9849","共同紙販ＨＬＤＧ","東S"
"9852","ＣＢグループマネジメント","東S"
"9853","銀座ルノアール","東S"
"9854","愛眼","東S"
"9856","ケーユーＨＬＤＧ","東S"
"9857","英和","東S"
"9867","ソレキア","東S"
"9872","北恵","東S"
"9873","日本ＫＦＣ　ＨＬＤＧ","東S"
"9876","コックス","東S"
"9878","セキド","東S"
"9885","シャルレ","東S"
"9888","ＵＥＸ","東S"
"9890","マキヤ","東S"
"9895","コンセック","東S"
"9903","カンセキ","東S"
"9904","ベリテ","東S"
"9906","藤井産業","東S"
"9908","日本電計","東S"
"9913","日邦産業","東S"
"9914","植松商会","東S"
"9919","関西フードマーケット","東S"
"9927","ワットマン","東S"
"9929","平和紙業","東S"
"9930","北沢産業","東S"
"9941","太洋物産","東S"
"9950","ハチバン","東S"
"9955","ヨンキュウ","東S"
"9959","アシードＨＬＤＧ","東S"
"9967","堺商事","東S"
"9969","ショクブン","東S"
"9972","アルテック","東S"
"9973","小僧寿し","東S"
"9976","セキチュー","東S"
"9977","アオキスーパー","東S"
"9978","文教堂グループＨＬＤＧ","東S"
"9979","大庄","東S"
"9980","ＭＲＫ　ＨＬＤＧ","東S"
"9982","タキヒヨー","東S"
"9986","蔵王産業","東S"
"9993","ヤマザワ","東S"
"9994","やまや","東S"
"9996","サトー商会","東S"
"コード","銘柄名","市場"
